,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
1543,25000000.0,2020,2015,MoEngage,Marketing,Series C,Bangalore,Customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar"
1544,2500000.0,2020,2018,Classplus,Edtech,Pre series A,Bangalore,It allows coaching centres to take their brick-and-mortar setup online,"Rustagi, Bhaswat Agarwal"
1545,21500000.0,2020,2012,Chaayos,Beverages,Series A,Bangalore,Provides customised range of tea,"Nitin Saluja, Raghav Verma"
1546,2000000.0,2020,2011,PetPooja,SaaS,Series A,Ahmedabad,Restaurant management software provider,Apurv Patel
1547,85860249.91073933,2020,2015,Altor,Tech,Series A,Bangalore,Makes helmets that are IoT and AI enabled,"Shamik Guha, Sayan Tapadar, Muhammad Bilal Shakil, Anirban Datta Gupta"
1548,40000000.0,2020,2013,Pepperfry,E-market,Series F,Mumbai,Online home furniture marketplace,"Ambareesh Murty, Ashish Shah"
1549,296000000.0,2020,2010,FirstCry,E-market,Series E,Pune,Baby products marketplace,"Supam Maheshwari, Amitava Saha"
1550,200000000.0,2020,2011,Byju,Edtech,Series A,Bangalore,Provides online learning classes,Byju Raveendran
1551,32000000.0,2020,2015,Waycool,Agritech,Series C,Chennai,Food development and distribution services,Karthick Jayraman and Sanjay Dasari
1552,6000000.0,2020,2015,WorkIndia,HR tech,Series A,Bangalore,An online and mobile-based platform that connects companies with blue collar employees.,Kunal Patil
1553,3500000.0,2020,2015,Qyuki,Media,Series A,Mumbai,Multi-channel broadcast network,"AR Rahman, Shekhar Kapur"
1554,30000000.0,2020,2015,Leap India,Agritech,Series B,Coimbatore,Agricultural warehousing and logistics company,Narain Karthikeyan.
1555,250000.0,2020,2015,Picxy,Media,Series A,Hyderabad,Stock photo industry,Jitendra Emmani
1556,20000.0,2020,2015,Krimanshi,Agritech,Series A,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra
1557,85860249.91073933,2020,2015,NEETprep,Edtech,Series A,Delhi,Provides crash course for NEET preparation,Kapil Gupta
1558,8000000.0,2020,2015,Dot Pvt. Ltd,Fintech,Seed Round,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag
1559,5500000.0,2020,2015,Kuku FM,Media,Series A,Mumbai,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena"
1560,1000000.0,2020,2018,SuperMoney,Fintech,Pre series A,Mumbai,Provides financial tools for effective business making,Nikhil Banerjee
1561,4900000.0,2020,2015,Rebel Foods,Food tech,Series A,Bangalore,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee"
1562,85860249.91073933,2020,2015,AlphaVector,E tailor,Series A,Bangalore,It sells modern age bicycles named FROG,Sachin Chopra
1563,2500000.0,2020,2019,Fox Capital,Fintech,Series A,Jaipur,Digital lending startup,Rakesh Sharma
1564,3500000.0,2020,2015,Tribe Theory,Accomodation,Series A,Bangalore,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand
1565,1402400.0,2020,2015,Fleetx,SaaS,Series A,Bangalore,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra"
1566,12618300.0,2020,2015,Embibe,Edtech,Series A,Mumbai,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi
1567,1400000.0,2020,2017,Entri,Edtech,Seed Round,Kochi,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh"
1568,10000000.0,2020,2015,Oye! Rickshaw,E-mobility,Series A,Bangalore,App-based electric rickshaw hailing service,Akash Deep
1569,85860249.91073933,2020,2012,Seal Professional,Edtech,Pre series A,Bangalore,Trains students in managemnt and leadership skills and also helps in placement,Undefined
1570,85860249.91073933,2020,2015,Sprinng Foods,Food,Series A,Mumbai,Provides Gluten-free food,Tarun Khanna
1571,9900000.0,2020,2015,1MG,Healthtech,Series A,Gurugram,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan"
1572,85860249.91073933,2020,2015,Aagey,Fintech,Series A,Bangalore,Provides financial assistance to MSMEs,Akaash Shankar
1573,15000000.0,2020,2017,Doubtnut,Edtech,Series A,Gurugram,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar"
1574,3000000.0,2020,2017,AdonMo,Ad-tech,Series A,Bangalore,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula"
1575,85860249.91073933,2020,2018,RACEnergy,E-mobility,Seed Round,Bangalore,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran"
1576,100000000.0,2020,2018,BharatPe,Fintech,Series A,Delhi,Digital payments platform,Ashneer Grover
1577,3000000.0,2020,2015,Kisan Network,Agritech,Seed Round,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla"
1578,35000000.0,2020,2016,Vogo,Automotive,Series C,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal"
1579,600000.0,2020,2019,Yolo,Transport,Seed Round,Gurugram,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra"
1580,2000000.0,2020,2011,Unotech,SaaS,Series A,Mumbai,It develops fully-customisable open source software,Vikash Jha
1581,2200000.0,2020,2018,Zetwerk,Marketplace,Series A,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary"
1582,500000.0,2020,2017,CureSkin,Healthtech,Series A,Bangalore,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma"
1583,982530.0,2020,2018,WizKlub,Edtech,Seed Funding,Bangalore,Helps students solve problems at complex level,Amit Bansal
1584,200000000.0,2020,2014,Interviewbit,Edtech,Series A,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena
1585,70185200.0,2020,2016,MoneyTap,Fintech,Series B,Bangalore,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma"
1586,85860249.91073933,2020,2015,Uniplatform Tech,SaaS,Series A,Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani"
1587,12000000.0,2020,2015,INdwealth,Fintech,Series C,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap
1588,30000000.0,2020,2015,Bizongo,Marketplace,Series C,Mumbai,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar"
1589,210000000.0,2020,2011,AppsFlyer,SaaS,Series D,Bangalore,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann"
1590,84000000.0,2020,2015,Digit Insurance,Insurtech,Series A,Bangalore,General Insurance Company,Kamesh Goyal
1591,60000000.0,2020,2014,Livspace,Interior Design,Series D,Bangalore,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag"
1592,85860249.91073933,2020,2015,GetVantage,Fintech,Seed Round,Mumbai,Revenue based finance provider,Bhavik Vasa
1593,85860249.91073933,2020,2018,Konfinity,Edtech,Series A,Noida,Provides online coding courses,"Navratn Singh, Kamal Pandey"
1594,85860249.91073933,2020,2015,Pine Labs,Fintech,Series A,Noida,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday"
1595,85860249.91073933,2020,2015,Instoried,SaaS,Series A,Delhi,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali
1596,85860249.91073933,2020,2015,Nupay,Neo-banking,Series A,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora"
1597,39000000.0,2020,2015,LogiNext,Transport Automation,Series B,Bangalore,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani"
1598,2700000.0,2020,2016,Samosa Singh,Food,Series A,Bangalore,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh"
1599,1403400.0,2020,2018,Crysta,Healthtech,Pre Series A,Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,Undefined
1600,4300000.0,2020,2017,Eupheus Learning,Edtech,Series A,New Delhi,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor"
1601,105000000.0,2020,2014,Bounce,Automotive and Rentals,Series D,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni"
1602,11000000.0,2020,2015,Park+,Techonology,Series A,Bangalore,It is engaged in bringing digitization in parking,Amit Lakhotia
1603,400000.0,2020,2017,Goodmylk,Dairy,Seed Round,Bangalore,Provides Vegan dairy products,Abhay Rangan
1604,1000000.0,2020,2019,SmartKarrot,SaaS,Series A,Bangalore,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee"
1605,103000000.0,2020,2017,Skylo,IoT,Series B,Bangalore,Provides affordable and ever present network that connects machines or sensors,Trivedi
1606,220000.0,2020,2013,Tea Trunk,Beverage,Series A,Goa,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi"
1607,30000000.0,2020,2013,Zoomcar,Transport & Rentals,Series D,Bangalore,A car rental service platform,"Greg Moran, David Back"
1608,250000.0,2020,2019,Mera Cashier,Fintech,Seed Round,Noida,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,"
1609,6000000.0,2020,2019,Samya AI,SaaS,Seed Round,Bangalore,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety"
1610,6000000.0,2020,2016,Kristal AI,AI,Series A,Bangalore,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan"
1611,281300.0,2020,2015,Invento Robotics,AI Robotics,Seed Round,Bangalore,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU"
1612,85860249.91073933,2020,2018,Zimyo,HR tech,Series A,Gurugram,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan"
1613,85860249.91073933,2020,2016,Sabse Sasta Dukaan,Pharmaceutical,Series A,Kolkata,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain"
1614,85860249.91073933,2020,2015,Fitphilia,Healthtech,Series A,Mumbai,Provides IoT-enabled treadmill,Nirav Patil
1615,12700.0,2020,2015,Medicus,Healthtech,Series A,Mumbai,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah"
1616,12700.0,2020,2015,Monech,Fintech,Seed Round,Mumbai,Automated platform which will help users to take their financial decisions,Undefined
1617,12700.0,2020,2015,Teach Us,Edtech,Seed Round,Bangalore,Educational portal which enables the students to access information related to education at one common platform,Undefined
1618,85860249.91073933,2020,2015,Dealberg,B2B marketplace,Series A,Bangalore,Deals in office supplies,Abhishek Emmanuel
1619,30000000.0,2020,2010,Phenom People,HR tech,Series C,Bangalore,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi
1620,700000.0,2020,2015,Extra Edge,Edtech,Pre Series A,Pune,Admission Marketing Automation software for the education industry,Kavita Dhillon
1621,600000.0,2020,2016,Capital Quotient,Fintech,Series A,Bangalore,Investment advisor,Sousthav Chakrabarty
1622,25000.0,2020,2015,Karfa,Ecommerce,Seed Round,Delhi,It sells products crafted by artisans,Kartikeya Goel
1623,400000.0,2020,2019,Gamerji,Gaming,Series A,Bangalore,Esports tournament platform,"Soham Thacker, Varun Gajjar"
1624,97500000.0,2020,2014,Bounce,Automotive and Rentals,Series D,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni"
1625,90000000.0,2020,2015,Zinier,Automation,Series C,Bangalore,Provides intelligent field service automation,Arka Dhar
1626,507000.0,2020,2016,ProEves,Preschool Daycare,Seed Round,Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor"
1627,85860249.91073933,2020,2015,Toddle,"0    Fintech
Name: Sector, dtype: object",Series A,Bengaluru,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh"
1628,85860249.91073933,2020,2018,Aesthetic Nutrition,Food diet,Pre Series A,Bangalore,Markets and sells chewable dietary supplements,Divij Bajaj
1629,15000000.0,2020,2013,Capital Float,Fintech,Series A,Bangalore,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa"
1630,10000000.0,2020,2015,Ninjacart,B2B Agritech,Series C,Bangalore,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi"
1631,2000000.0,2020,2017,TechnifyBiz,B2B Agritech,Seed Round,Bangalore,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal"
1632,2000000.0,2020,2019,Wysh,E-connect,Series A,Hyderabad,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari"
1633,160000.0,2020,2016,Keito,AI,Seed Round,Pune,Enterprise productivity startup,Amal PS
1634,2000000.0,2020,2019,Klub,Fintech,Pre seed round,Bangalore,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma"
1635,85860249.91073933,2020,2017,Aadhar,Ecommerce,Seed Round,Mumbai,Ayurveda wellness and lifestyle consumer brand,Undefined
1636,85860249.91073933,2020,2015,IncubateHub,Tech hub,Series A,Bengaluru,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee
1637,85860249.91073933,2020,2015,Rage Coffee,FMCG,Series A,Delhi,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi
1638,85860249.91073933,2020,2015,Skilancer,Technology,Series A,Noida,Solar module cleaning system [MCS] providers,Neeraj Kumar
1639,85860249.91073933,2020,2015,Harappa Education,Edtech,Series A,New Delhi,Provides online courses on foundational skills,Pramath Raj Sinha
1640,2000000.0,2020,2015,Rheo,Entertainment,Series A,Bangalore,Online e-sports streaming and community platform,Gaurav Munjal
1641,5200000.0,2020,2015,Axio Biosolutions,Medtech,Series B,Bangalore,Medical device manufacturer,Leo Mavely
1642,15000000.0,2020,2015,Techbooze,Consultancy,Series A,Bangalore,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar
1643,85860249.91073933,2020,2015,PayMart,Fintech,Series A,Chandigarh,Provides cardless cash withdrawals through small merchants shops,Amit Narang
1644,8400000.0,2020,2015,Testbook,Edtech,Series B,Bangalore,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal"
1645,1100000.0,2020,2012,FabAlley,Ecommerce,Series A,Noida,Online fashion store,"Tanvi Malik, Shivani Poddar."
1646,3400000.0,2020,2015,HaikuJAM,"0    Fintech
Name: Sector, dtype: object",Series A,Bangalore,Creative writing mobile platform,Neer Sharma
1647,18300000.0,2020,2015,Mamaearth,Ecommerce,Series A,Bangalore,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh"
1648,2000000.0,2020,2014,Rentomojo,Rental,Series A,Bangalore,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania
1649,150000000.0,2020,2015,Zomato,Foodtech,Series A,Bangalore,Online food delivery and restaurant discovery platform,Deepinder Goyal
1650,200000000.0,2020,2011,Byju,Edtech,Series A,Bangalore,Provides online learning classes,Byju Raveendran
1651,1400000.0,2020,2015,Generico,Pharmacy,Series A,Mumbai,Generic medicine focussed retail chain,Siddharth Gadia
1652,125000000.0,2020,2016,HighRadius,SaaS,Series B,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari
1653,1000000.0,2020,2015,Chai Kings,Beverage,Series A,Chennai,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan"
1654,3400000.0,2020,2014,Rivigo,Logistics,Series F,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra"
1655,85860249.91073933,2020,2019,BuildPan,SaaS,Seed Round,Indore,"It helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari"
1656,181000.0,2020,2008,Shiksha,Edtech,Series A,Bangalore,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Kanav Sachdeva
1657,500000.0,2020,2015,Super Surfaces,Deisgning,Series A,Hyderabad,A design solution based company,Kumar Varma
1658,280000.0,2020,2015,Quicko,Taxation,Series A,Ahmedabad,Online tax planning and filing platform,Vishvajit Sonagara
1659,15000000.0,2020,2015,Satin Creditcare,Fintech,Series A,Gurgaon,A micro finance company,Undefined
1660,10000000.0,2020,2015,XpressBees,Logistics,Series A,Bangalore,Provides end to end supply chain solutions,"Supam Maheshwari, Amitava Saha"
1661,85860249.91073933,2020,2001,FarmERP,Agritech,Series A,Pune,Smart agriculture management ERP software platform,"Santosh Shinde, Sanjay Borkar"
1662,3000000.0,2020,2018,Wealth Bucket,Fintech,Series A,Bangalore,An online platform for mutual fund investments,"Himanshu Jain, Pulkit Jain"
1663,14700000.0,2020,2016,GoMechanic,Automobile Technology,Series B,Delhi,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa"
1664,1000000.0,2020,2017,Fashor,Fashion,Pre Series A,Chennai,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria"
1665,1500000.0,2020,2015,Leverage Edu,Edtech,Series A,Delhi,AI enabled marketplace that provides career guidance,Akshay Chaturvedi
1666,13200000.0,2020,2015,EpiFi,Fintech,Seed Round,Bangalore,It offers customers with a single interface for all their financial and banking mandates,"Sujith Narayanan, Sumit Gwalani"
1667,8000000.0,2020,2012,Purplle,Cosmetics,Series A,Mumbai,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash"
1668,8043000.0,2020,2015,Shuttl,Transport,Series C,Delhi,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya"
1669,9000000.0,2020,2017,Pando,Logitech,Series A,Chennai,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar"
1670,1200000.0,2021,2019,Unbox Robotics,AI startup,Pre-series A,Bangalore,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon"
1671,120000000.0,2021,2015,upGrad,EdTech,Seed,Mumbai,UpGrad is an online higher education platform.,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala"
1672,30000000.0,2021,2012,Lead School,EdTech,Series D,Mumbai,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta"
1673,51000000.0,2021,2015,Bizongo,B2B E-commerce,Series C,Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,"Aniket Deb, Ankit Tomar, Sachin Agrawal"
1674,2000000.0,2021,2021,FypMoney,FinTech,Seed,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Kapil Banwari
1675,188000000.0,2021,2014,Urban Company,Home services,Seed,New Delhi,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia","Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan"
1676,200000.0,2021,2018,Comofi Medtech,HealthTech,Seed,Bangalore,Comofi Medtech is a healthcare robotics startup.,Gururaj KB
1677,0.0,2021,2016,Qube Health,HealthTech,Pre-series A,Mumbai,India's Most Respected Workplace Healthcare Management Company,Gagan Kapur
1678,0.0,2021,2020,Vitra.ai,Tech Startup,Seed,Bangalore,Vitra.ai is an AI-based video translation platform,Akash Nidhi PS
1679,1000000.0,2021,2010,Taikee,E-commerce,Seed,Mumbai,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.","Nidhi Ramachandran, Sachin Chhabra"
1680,3000000.0,2021,2016,Fitterfly,HealthTech,Pre-series A,Mumbai,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",Dr Arbinder Singal
1681,100000.0,2021,2017,FreeStand,B2B service,Seed,New Delhi,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,"Konark Sharma, Sneh Soni"
1682,700000.0,2021,2014,MyDentalPlan,Helathcare,Seed,Bangalore,My Dental Plan provides dental care packages and services.,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao"
1683,2000000.0,2021,2014,Freyr Energy,Renewable Energy,Seed,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.","Radhika Choudary, Saurabh Marda"
1684,9000000.0,2021,2018,DealShare,E-commerce,Seed,Jaipur,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao"
1685,40000000.0,2021,1993,Tessolve,Electronics,Seed,Bangalore,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.","P Raja Manickam, Srinivas Chinamilli, Veerappan V"
1686,49000000.0,2021,2014,Smart Joules,Renewable Energy,Seed,New Delhi,Smart Joules is an energy management company.,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta"
1687,400000.0,2021,2020,ORAI,IT startup,Pre-series A,Bangalore,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,"Swapnil Jain, Sujit Das Biswas"
1688,300000.0,2021,2016,ixamBee,EdTech,Seed,New Delhi,ixamBee is to provide best online learning experience for preparation of competitive exams.,Chandraprakash Joshi
1689,25000000.0,2021,2017,CoinSwitch Kuber,FinTech,Series B,Bangalore,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari"
1690,160000000.0,2021,2014,Razorpay,FinTech,Series E,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Harshil Mathur, Shashank Kumar"
1691,0.0,2021,2020,Uable,EdTech,Seed,Bangalore,Uable offers role based programmes to empower children to explore different domains.,Saurabh Saxena
1692,150000.0,2021,2015,ZFW Hospitality,Food & Beverages,Pre-seed,New Delhi,Creating a sustainable and scalable cloud kitchen network.,Madhav Kasturia
1693,1800000.0,2021,2017,Optimized Electrotech,Aeorspace,Pre-series A,Ahmadabad,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection","Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah"
1694,5000000.0,2021,2008,Northern Arc,FinTech,Seed,Chennai,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,Kshama Fernandes
1695,850000.0,2021,2019,Chara,Deep Tech,Seed,Bangalore,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.","Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik"
1696,3000000.0,2021,2015,Sirona Hygiene,HealthTech,Series A,New Delhi,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,"Deep Bajaj, Mohit Bajaj"
1697,53000000.0,2021,2018,Pristyn Care,HealthTech,Series D,Gurugram,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,Harsimarbir (Harsh) Singh
1698,2000000.0,2021,2013,TrulyMadly,Dating,Pre-series A,New Delhi,Trulymadly is a dating platform that uses a match making algorithm.,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia"
1699,500000.0,2021,2018,Vidyakul,EdTech,Seed,Undefined,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,"Raman Garg, Tarun Saini"
1700,1100000.0,2021,2021,Jambox Games,Gaming,Seed,Bangalore,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Ravi Vyas
1701,6000000.0,2021,2015,Miko,Robotics,Seed,Mumbai,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.","Chintan Raikar, Prashant Iyengar, Sneh Vaswani"
1702,800000.0,2021,2019,SuperK,Retail,Seed,"Small Towns, Andhra Pradesh",SuperK is a full-stack solution to empower small format retail stores in India.,Neeraj Menta
1703,500000.0,2021,2019,TagZ Foods,Food,Pre-series A,Bangalore,TagZ Foods is a supplier of snacks and food products.,"Anish Basu Roy, Sagar Bhalotia"
1704,1000000.0,2021,2017,Fuel Buddy,Oil and Energy,Seed,New Delhi,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,Aditya Singh
1705,10000000.0,2021,2017,M1xchange,FinTech,Seed,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Sundeep Mohindru
1706,500000.0,2021,2017,Spintly,Tech Startup,Seed,Goa,Wireless cloud based access control platform,Rohin Parkar
1707,200000.0,2021,2018,EF Polymer,AgriTech,Seed,Rajsamand,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,Narayan Lal Gurjar
1708,6000000.0,2021,2016,boAt,Electronics,Seed,New Delhi,boAt is a consumer electronics and lifestyle company.,"Aman Gupta, Sameer Mehta"
1709,0.0,2021,2019,TruNativ,Food & Beverages,Seed,Mumbai,TruNativ Foods & Beverages Pvt Ltd,"Pranav Malhotra, Mamta Malhotra"
1710,21000000.0,2021,2010,iBus,Telecommuncation,Seed,Bangalore,iBus Networks is an in-building connectivity solutions company,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan"
1711,100000.0,2021,2019,Puresh Daily,Milk startup,Seed,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,"Manish Piyush, Ayush Kumar"
1712,1000000.0,2021,2016,LearnVern,EdTech,Seed,Ahmadabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,"Niral Modi, Aditi Modi"
1713,7500000.0,2021,2020,LimeChat,AI Chatbot,Seed,"Faridabad, Haryana",Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,"Aniket Bajpai, Nikhil Gupta"
1714,100000.0,2021,2019,Dybo,IT,Seed,Bangalore,Product Visualisation Technology for Commerce,Dhawal Jain
1715,1000000.0,2021,2021,moEVing,Logistics,Seed,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",VIKASH MISHRA
1716,26000000.0,2021,2017,WeWork India,Hospitality,Seed,Bangalore,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",Karan Virwani
1717,1000000.0,2021,2018,Solethreads,Fashion,Series A,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Vikram Iyer
1718,7400000.0,2021,2018,Beldara,E-commerce,Seed,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",Bhagwan (Pradeep) Khandekar
1719,2000000.0,2021,2020,CredFlow,FinTech,Seed,New Delhi,CredFlow provides financial solutions to automate your cashflows.,Kunal Aggarwal
1720,1500000.0,2021,2018,Do Your Thng,Marketing,Seed,Gurugram,World's first shared economy platform for digital assets.,Ankit Agarwal
1721,3000000.0,2021,2017,Oye Rickshaw,Transportation,Seed,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,"Akash Deep, Mohit Sharma"
