,Amount($),Year of Funding,Founded,Company/Brand,Sector,Stage,HeadQuarter,What it does,Founders
83,496400.0,2018,2015,Carmesi,Health Care,Seed,Gurgaon,Carmesi is a brand of high-end menstrual-hygiene products in India.,Undefined
84,110827021.4984517,2018,2015,OckyPocky,E-Learning,Angel,Haryana,OckyPocky is a interactive and personalised language learning app for preschool kids.,Undefined
85,4993200.0,2018,2015,Racetrack,Artificial Intelligence,Seed,Bangalore,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Undefined
86,143145.0,2018,2015,WHR,Health Care,Seed,Pune,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Undefined
87,110827021.4984517,2018,2015,Asteria Aerospace,Aerospace,Seed,Bangalore,Asteria Aerospace is a robotics and artificial intelligence company.,Undefined
88,8760000.0,2018,2015,FabAlley,E-Commerce,Series B,Noida,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Undefined
89,110827021.4984517,2018,2015,Tranzmeo,Artificial Intelligence,Pre-Seed,Cochin,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Undefined
90,742000000.0,2018,2015,SBI Life,Insurance,Private Equity,Mumbai,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Undefined
91,14600000.0,2018,2015,Studds Accessories,E-Commerce,Private Equity,Faridabad,Studds Accessories is a scooter accessories service provider in India,Undefined
92,29200000.0,2018,2015,Design Cafe,Home Decor,Series B,Bengaluru,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Undefined
93,3980000.0,2018,2015,NoPaperForms Solutions Pvt. Ltd.,EdTech,Series B,New Delhi,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Undefined
94,29200000.0,2018,2015,Rays Power Infra,Energy,Venture - Series Unknown,Jaipur,Rays Power Infra is a leading integrated Solar Power Company.,Undefined
95,10000.0,2018,2015,AuthMetrik,B2B,Grant,Gurgaon,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Undefined
96,110827021.4984517,2018,2015,Khidki,Artificial Intelligence,Seed,Bangalore,Vernacular Social Network Focused on Town Level Content and Interactions,Undefined
97,14600000.0,2018,2015,LetsTransport,Logistics,Series B,Bangalore,Lets transport is a logistics solution provider.,Undefined
98,1460.0,2018,2015,Next Digital Solutions,Digital Marketing,Angel,Kota,Next Digital Solutions is website design & Digital Marketing development company.,Undefined
99,3650000.0,2018,2015,Portea Medical,Health Care,Debt Financing,Bangalore,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Undefined
100,29200000.0,2018,2015,Aavas Financiers,Finance,Post-IPO Debt,Jaipur,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Undefined
101,1000000000.0,2018,2015,Swiggy,Food Delivery,Series H,Bangalore,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Undefined
102,7000000.0,2018,2015,Milkbasket,E-Commerce,Series A,Haryana,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Undefined
103,110827021.4984517,2018,2015,Nutrisattva (Proliva),Fitness,Angel,Anand,Nutrisattva is a protein innovation compan,Undefined
104,35000000.0,2018,2015,Toppr,EdTech,Series C,Mumbai,Toppr.com is an online preparation platform for entrance exams in India.,Undefined
105,8030000.0,2018,2015,Jagaran Microfin,—,Debt Financing,Kolkata,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,Undefined
106,28500000.0,2018,2015,Vivriti Capital,Financial Services,Venture - Series Unknown,Chennai,Vivriti Capital is an online platform for institutional debt in India.,Undefined
107,438000.0,2018,2015,Be U Salons,Apps,Seed,New Delhi,Be U is India's first subscription based Salon Chain.,Undefined
108,2000000.0,2018,2015,Impact Guru,Creative Agency,Series A,Mumbai,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Undefined
109,3504000.0,2018,2015,MobiKwik,Consumer Lending,Series E,Gurgaon,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Undefined
110,110827021.4984517,2018,2015,Stones2Milestones,E-Learning,Seed,Gurgaon,Stones2milestones is a Gurgaon Based Learning Company.,Undefined
111,110827021.4984517,2018,2015,Generico,Health Care,Series A,Mumbai,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Undefined
112,110827021.4984517,2018,2015,Adiuvo Diagnostics,Health Diagnostics,Seed,Chennai,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Undefined
113,1752000.0,2018,2015,DataTrained,EdTech,Seed,Bangalore,"DataTrained is a educational platform, which operates an ed-tech startup on data science",Undefined
114,2400000.0,2018,2015,OneAssist,Financial Services,Debt Financing,Mumbai,OneAssist is a protection & assistance services platform.,Undefined
115,30000000.0,2018,2015,Satin Creditcare Network Limited (SCNL),Banking,Post-IPO Debt,New Delhi,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Undefined
116,36500000.0,2018,2015,APAC Financial Services,Finance,Private Equity,Mumbai,APAC Financial Services is a financial services platform.,Undefined
117,23000000.0,2018,2015,Moglix,B2B,Series C,Noida,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Undefined
118,110827021.4984517,2018,2015,SEDEMAC Mechatronics,Automotive,Venture - Series Unknown,Mumbai,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Undefined
119,150000.0,2018,2015,MadGuy Labs,E-Learning,Venture - Series Unknown,Hyderabad,MadGuy Labs is a Online Test-prep Platform.,Undefined
120,110827021.4984517,2018,2015,Dee Dee Labs,Embedded Systems,Seed,Pune,Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Undefined
121,110827021.4984517,2018,2015,FLEECA,—,Seed,Jaipur,FLEECA is a Tyre Care Provider company.,Undefined
122,11000000.0,2018,2015,Shop101,Apps,Series B,Mumbai,#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Undefined
123,642400.0,2018,2015,FeedMyPockets,Advertising,Seed,Bangalore City,On Demand Staffing Platform,Undefined
124,3240000.0,2018,2015,Housejoy,Beauty,Series B,Bengaluru,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Undefined
125,110827021.4984517,2018,2015,Ambee,Health Care,Angel,Bangalore,Ambee is an Environment analytics startup.,Undefined
126,876000.0,2018,2015,FoodBuddy,Food Delivery,Seed,Belgaum,"FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Undefined
127,36500000.0,2018,2015,Ninjacart,AgTech,Series B,Bengaluru,Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,Undefined
128,110827021.4984517,2018,2015,Olly Smart Credit Card,Credit Cards,Seed,New Delhi,Olly is a digital credit card for India's working masses and young people.,Undefined
129,110827021.4984517,2018,2015,Zestl,Software,Seed,Pune,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Undefined
130,540000000.0,2018,2015,BYJU’S,EdTech,Private Equity,Bangalore,BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Undefined
131,9490000.0,2018,2015,Wakefit,Manufacturing,Venture - Series Unknown,Bangalore,Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,Undefined
132,23360000.0,2018,2015,Hero Electric,Manufacturing,Venture - Series Unknown,New Delhi,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",Undefined
133,110827021.4984517,2018,2015,Pentation Analytics,Information Services,Seed,Mumbai,Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Undefined
134,900000.0,2018,2015,PerkFinance,Consumer Lending,Seed,Bangalore,PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Undefined
135,10000000.0,2018,2015,Roposo,Internet,Series C,Gurgaon,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Undefined
136,110827021.4984517,2018,2015,Plum Goodness,Beauty,Series A,Thane,Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Undefined
137,110827021.4984517,2018,2015,Drstore,Hospital,Seed,Mumbai,Drstore is a exclusive e- commerce platform.,Undefined
138,1500000.0,2018,2015,Wow Venue,Events,Venture - Series Unknown,Mumbai,Wow Venue is an online platform.,Undefined
139,110827021.4984517,2018,2015,Chizel,3D Printing,Seed,Pune,Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Undefined
140,730000.0,2018,2015,OTO Capital,Automotive,Seed,Mumbai,OTO Capital is a platform that allows you to own a car faster than ever.,Undefined
141,1022000.0,2018,2015,Boodmo,Automotive,Seed,Gurgaon,boodmo.com - large online marketplace for auto parts in India.,Undefined
142,110827021.4984517,2018,2015,Khabri,Apps,Seed,Haryana,Khabri is a digital audio platform for content in vernacular.,Undefined
143,1000000.0,2018,2015,MyNewCar.in,Automotive,Venture - Series Unknown,Gurgaon,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Undefined
144,5000000.0,2018,2015,HalaPlay Technologies,Digital Entertainment,Series A,Bangalore,A daily fantasy sports platform.,Undefined
145,233600.0,2018,2015,PlanetSpark,E-Learning,Seed,Gurgaon,PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Undefined
146,14000000.0,2018,2015,WheelsEMI,—,Series B,Pune,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Undefined
147,1496500.0,2018,2015,Forum for Innovation Incubation Research and Entrepreneurship,Funding Platform,Grant,Margão,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Undefined
148,100000000.0,2018,2015,OYO,Hospitality,Series E,Gurgaon,OYO is an Indian hospitality startup that operates a network of budget hotels.,Undefined
149,8030000.0,2018,2015,Quikr,Classifieds,Debt Financing,Bangalore,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Undefined
150,110827021.4984517,2018,2015,Tabono,Sports,Seed,Gurgaon,Tabono is a one stop environment for all your fitness solution.,Undefined
151,292000.0,2018,2015,LearnApp,Banking,Seed,Noida,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Undefined
152,2000000.0,2018,2015,Shopkirana,E-Commerce,Venture - Series Unknown,Indore,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,Undefined
153,110827021.4984517,2018,2015,Fric Bergen,—,Venture - Series Unknown,Alwar,Fric Bergen is a leader in the specialty food industry.,Undefined
154,17520.0,2018,2015,Articbot,Artificial Intelligence,Grant,Kannur,Articbot is a conversational AI platform for automated customer support and lead generation,Undefined
155,3650000.0,2018,2015,BuildSupply,Enterprise Resource Planning (ERP),Series A,Gurgaon,India’s most advanced ERP system for the real estate,Undefined
156,75920000.0,2018,2015,Fusion Microfinance,Banking,Series E,New Delhi,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Undefined
157,110827021.4984517,2018,2015,Any time Doctor,Software,Angel,Chennai,Anytime Doctor is a Software company.,Undefined
158,110827021.4984517,2018,2015,Go Payments,Information Services,Corporate Round,Mumbai,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Undefined
159,800000.0,2018,2015,Guiddoo World,Audio,Seed,Mumbai,We build In-Destination Experiences!,Undefined
160,1041000.0,2018,2015,ION Energy,Energy,Venture - Series Unknown,Mumbai,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Undefined
161,100000.0,2018,2015,UnoTag,Artificial Intelligence,Pre-Seed,Bangalore,SaaS to verify counterfeit,Undefined
162,100000.0,2018,2015,CivilCops,Government,Pre-Seed,Gurgaon,Gov-Tech,Undefined
163,110827021.4984517,2018,2015,Rockmetric,Information Technology,Grant,Mumbai,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",Undefined
164,1460.0,2018,2015,Classworks India,Education,Undisclosed,Chennai,"Saas, Web App, Mobile App, School Education",Undefined
165,110827021.4984517,2018,2015,Snapmint,Consumer Lending,Seed,Mumbai,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Undefined
166,15000.0,2018,2015,artbandhu,Digital Media,Pre-Seed,Bangalore,Ai platform for Art and Creative Community,Undefined
167,500000.0,2018,2015,Survaider,Business Intelligence,Seed,Bengaluru,Stethoscope for customer feedback !,Undefined
168,1400000.0,2018,2015,Credy,Credit,Seed,Bengaluru,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,Undefined
169,5000000.0,2018,2015,iChamp,E-Learning,Seed,Gurgaon,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,Undefined
170,1200000.0,2018,2015,Qandle,Software,Seed,Gurgaon,A cloud-based HR management and employee engagement platform.,Undefined
171,730000.0,2018,2015,Avishkaar Box,Children,Seed,Delhi,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",Undefined
172,110827021.4984517,2018,2015,Gegadyne Energy,Automotive,Angel,Mumbai,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,Undefined
173,1000000.0,2018,2015,HyperXchange,E-Commerce,Series A,Pune,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,Undefined
174,110827021.4984517,2018,2015,Deftouch,—,Seed,Bangalore,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,Undefined
175,2200000.0,2018,2015,Doodhwala,Food Delivery,Seed,Bengaluru,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Undefined
176,500000.0,2018,2015,DronaHQ,Mobile,Angel,Mumbai,DronaHQ is an enterprise mobile engagement platform.,Undefined
177,1460000.0,2018,2015,FastFox,Rental,Series A,Gurgaon,FastFox: Market Network for Home Rentals (India),Undefined
178,2000000.0,2018,2015,BuyForexOnline,Travel,https://docs.google.com/spreadsheets/d/1x9ziNeaz6auNChIHnMI8U6kS7knTr3byy_YBGfQaoUA/edit#gid=1861303593,Bangalore,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,Undefined
179,1800000.0,2018,2015,Colive.in,Consumer,Seed,Bangalore,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,Undefined
180,500000.0,2018,2015,Agricxlab Private Limited,B2B,Seed,Thane,Online marketplace where farmers and traders can sell their produce to B2B buyers,Undefined
181,110827021.4984517,2018,2015,Corefactors,—,Seed,Bangalore,"Corefactors is a leading campaign management, business communication and analytics company.",Undefined
182,150000.0,2018,2015,Fincash.com,Wealth Management,Seed,Mumbai,A startup in the personal finance space in India .,Undefined
183,3600000.0,2018,2015,Pandorum Technologies,Biotechnology,Series A,Bengaluru,Bengaluru based biotech startup.,Undefined
184,500000.0,2018,2015,Shirsa Labs,Education,Seed,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,Undefined
185,138700.0,2018,2015,PetSutra,Veterinary,Seed,Gurgaon,Gurugram-based Online petcare platform.,Undefined
186,110827021.4984517,2018,2015,Awaaz De,Internet,Angel,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Undefined
187,300000.0,2018,2015,PinkBlue,Health Care,Seed,Bangalore,PinkBlue.in - Super-efficient supply-chain for clinical supplies,Undefined
188,500000.0,2018,2015,Eduvanz,Finance,Angel,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Undefined
189,6830000.0,2018,2015,Rupeek,Financial Services,Series A,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,Undefined
190,1400000.0,2018,2015,Backpacker Panda Holidays Private Limited,Tourism,Series A,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,Undefined
191,200000.0,2018,2015,Shape (School Health and Physical Education),Education,Seed,Pune,Physical education start up,Undefined
192,2000000.0,2018,2015,Placio,Hospitality,Seed,Noida,Placio is a student housing and a complete broker-free platform.,Undefined
193,2190000.0,2018,2015,Aviom India Housing Finance,Finance,Series A,New Delhi,Delhi based housing finance company.,Undefined
194,110827021.4984517,2018,2015,GenRobotic,Market Research,Seed,Trivandrum,A Robotic Company.,Undefined
195,1000000.0,2018,2015,HeyHolidays,Tourism,Seed,Bangalore,"HeyHolidays, a global player in online vacation rentals.",Undefined
196,4300000.0,2018,2015,Pratilipi,Digital Media,Series A,Bengaluru,Amazon's Kindle Direct Publishing for Indian Languages,Undefined
197,110827021.4984517,2018,2015,SectorQube,Consumer Electronics,Seed,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,Undefined
198,110827021.4984517,2018,2015,Food Memories,Food and Beverage,Seed,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,Undefined
199,110827021.4984517,2018,2015,ZAMROO,Internet,Seed,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Undefined
200,300000.0,2018,2015,Silversparro Technologies Pvt. Ltd,Analytics,Seed,Gurgaon,Silversparro is a deep learning technology solution provider.,Undefined
201,110827021.4984517,2018,2015,Creator’s Gurukul,Facilities Support Services,Angel,Gurgaon,A coworking space provider.,Undefined
202,364846.0,2018,2015,Emflux Motors,Automotive,Seed,Bengaluru,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Undefined
203,4000000.0,2018,2015,Tricog Health Services Pvt Ltd,Health Care,Series A,Bangalore,Predictive Healthcare Analytics Company,Undefined
204,500000.0,2018,2015,Scapic,Cloud Computing,Seed,Bangalore,Virtual/Augmented Reality Start Up .,Undefined
205,400000.0,2018,2015,6Degree,Fashion,Seed,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,Undefined
206,110827021.4984517,2018,2015,Chrysalis (EZ Vidya),Education,Seed,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,Undefined
207,1500000.0,2018,2015,Ekincare,Medical,Series A,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Undefined
208,110827021.4984517,2018,2015,Streo,Music Streaming,Seed,Gurgaon,"Live stream music from nightclubs, bars & festivals!",Undefined
209,120000.0,2018,2015,Groww,Finance,Seed,Kormangala,Groww offers a new way of investing money.,Undefined
210,102200.0,2018,2015,Cell Propulsion,—,Seed,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,Undefined
211,20440.0,2018,2015,Chezuba,Internet,Angel,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,Undefined
212,110827021.4984517,2018,2015,Ontrack Technologies Pvt. Ltd,Retail,Seed,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,Undefined
213,500000.0,2018,2015,Wealthtrust,Finance,Seed,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Undefined
214,110827021.4984517,2018,2015,Faclon Labs,Cloud Computing,Seed,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,Undefined
215,730000.0,2018,2015,Awign Enterprises,Business Development,Seed,Bangalore,Operations and manpower outsourcing startup,Undefined
216,110827021.4984517,2018,2015,CollPoll,Education,Seed,Bangalore,World-class Enterprise System for Education.,Undefined
217,110827021.4984517,2018,2015,Zyla Health,Health Care,Seed,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,Undefined
218,500000.0,2018,2015,Hubhopper,Internet,Series A,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,Undefined
219,1000000.0,2018,2015,Rubix108 Technologies,Information Technology,Seed,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,Undefined
220,146000.0,2018,2015,Workflexi,Human Resources,Seed,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",Undefined
221,328500.0,2018,2015,Streak,Financial Services,Seed,Bangalore,Algorithmic trading platform.,Undefined
222,73000.0,2018,2015,Kuants,Financial Services,Seed,Gurgaon,Algorithmic trading platform.,Undefined
223,13200000.0,2018,2015,NiYO Solutions,Finance,Series A,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,Undefined
224,110827021.4984517,2018,2015,Hippo Video,Customer Service,Seed,Chennai,A video recording and sharing software.,Undefined
225,110827021.4984517,2018,2015,Satvacart,E-Commerce,Seed,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,Undefined
226,110827021.4984517,2018,2015,Daaki,Health Care,Angel,Bangalore,Sports Nutrition startup,Undefined
227,500000.0,2018,2015,Simulanis,Training,Seed,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,Undefined
228,1000000.0,2018,2015,MY CHIRAAG CAB,Travel,Seed,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,Undefined
229,110827021.4984517,2018,2015,WOTU,Food and Beverage,Seed,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,Undefined
230,50000.0,2018,2015,Flathalt,—,Angel,Gurgaon,FInd your Customized Home here.,Undefined
231,730000.0,2018,2015,True Elements,Dietary Supplements,Seed,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Undefined
232,200000.0,2018,2015,Trendlyne Technologies,Financial Services,Seed,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,Undefined
233,2046920.0,2018,2015,Planys Technologies,Manufacturing,Series A,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,Undefined
234,3000000.0,2018,2015,HealthPlix,Fitness,Series A,Bangalore,HealthPlix is a healthtech startup,Undefined
235,400000.0,2018,2015,dishq,—,Seed,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,Undefined
236,1100000.0,2018,2015,Entropik Technology,Artificial Intelligence,Seed,Bengaluru,The boundaries between Human and Machines are shrinking fast.,Undefined
237,500000.0,2018,2015,myHQ,Collaboration,Series A,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,Undefined
238,1250000.0,2018,2015,Trell,—,Seed,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,Undefined
239,180000.0,2018,2015,Kidovators (by GyanLab),Big Data,Seed,Bangalore,Building future human capital through 21st Century Skills programs for K-12,Undefined
240,438000.0,2018,2015,Log 9 Materials,Nanotechnology,Seed,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,Undefined
241,280320.0,2018,2015,VTION,Analytics,Seed,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,Undefined
242,1503800.0,2018,2015,HousingMan.com,—,Seed,Bengaluru,"New Apartments, Flats for Sale in Bangalore",Undefined
243,110827021.4984517,2018,2015,Steradian Semiconductors,—,Seed,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,Undefined
244,584000.0,2018,2015,RupeeCircle,Financial Services,Seed,Mumbai,RupeeCircle is a new age finance company.,Undefined
245,1000000.0,2018,2015,Wooden Street,E-Commerce,Series A,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,Undefined
246,1500000.0,2018,2015,The Ken,Digital Media,Series A,Bengaluru,The Ken is India’s first subscriptions-only business news site,Undefined
247,2000000.0,2018,2015,SaffronStays,—,Seed,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,Undefined
248,110827021.4984517,2018,2015,Vebbler,File Sharing,Seed,Bengaluru,A personal network for close people,Undefined
249,4200000.0,2018,2015,Foyr,Home Decor,Series A,Pune,"Foyr.com is India's first online, automated interior designer",Undefined
250,175000.0,2018,2015,MEngage,Health Care,Seed,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,Undefined
251,511000.0,2018,2015,Inner Being Wellness,—,Angel,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",Undefined
252,110827021.4984517,2018,2015,Kobster,E-Commerce,Seed,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,Undefined
253,1460000.0,2018,2015,Wishberry,Crowdfunding,Series A,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,Undefined
254,1300000.0,2018,2015,McXtra,Finance,Seed,Andheri,McXtra is a digital insurance broking startup.,Undefined
255,110827021.4984517,2018,2015,Magic Crate,Children,Seed,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",Undefined
256,1450000.0,2018,2015,SmartVizX,Software,Seed,Noida,It is a Virtual Reality Solutions StartUp,Undefined
257,110827021.4984517,2018,2015,MySEODoc,—,Seed,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",Undefined
258,2920.0,2018,2015,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,Pune,Digital Marketing Agency,Undefined
259,1000000.0,2018,2015,Scale Labs,—,Seed,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,Undefined
260,4500000.0,2018,2015,HungerBox,B2B,Series A,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,Undefined
261,1000000.0,2018,2015,Biryani By Kilo,Catering,Seed,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,Undefined
262,500000.0,2018,2015,Wholesome Habits (EAT Anytime),Food and Beverage,Seed,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,Undefined
263,600000.0,2018,2015,GoBumpr,Automotive,Seed,Mylapore,Car Service and Bike Service Mobile App,Undefined
264,250000.0,2018,2015,Fixpocket,Computer,Seed,Ahmedabad,Fixpocket is a internet-based startup.,Undefined
265,2000000.0,2018,2015,edureka!,Android,Series A,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",Undefined
266,110827021.4984517,2018,2015,Hashtag Loyalty Private Limited,Analytics,Seed,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,Undefined
267,4500000.0,2018,2015,Wow Express,Delivery,Series A,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",Undefined
268,242360.0,2018,2015,ZunRoof,Environmental Consulting,Angel,Gurgaon,ZunRoof is a rooftop focused solar startup.,Undefined
269,175200.0,2018,2015,Eggoz,Food and Beverage,Angel,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,Undefined
270,1000000.0,2018,2015,Sqrrl Fintech,Big Data,Seed,Gurgaon,Personal Finance,Undefined
271,110827021.4984517,2018,2015,GalaxyCard,Finance,Seed,Noida,GalaxyCard is a mobile based Instant credit card.,Undefined
272,15000000.0,2018,2015,IndiQube,Commercial Real Estate,Series A,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,Undefined
273,292000.0,2018,2015,EGK Foods,Food and Beverage,Seed,Mumbai,A food processing enterprise registered with StartUp India .,Undefined
274,300000.0,2018,2015,NirogStreet,Apps,Seed,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,Undefined
275,50000.0,2018,2015,Pixr8,Digital Media,Seed,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,Undefined
276,438000.0,2018,2015,Nivesh.com,Finance,Seed,Noida,Nivesh.com is a mass market mutual funds investment platform.,Undefined
